Store name,LOCATION,CITY,CM,Wall,Panel Name,BRAND,BRAND Type,Product,Product Type,x,SHELF,Per shelf,Capacity,x.1,PEGS,Per peg,Capacity.1,Unnamed: 18
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W1,Apple Panel,Apple,,Apple Accessories,,,3,5,5,,30,8,240,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W2,Mixed Panel,Apple/Popsoket/UAG/Panzer,Tekne+,Apple phone cases/Accessories,Phone case,,-,-,-,,48,10,480,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W3,TPA Panel,TEKNE,Tekne,Phone cases,Phone case,,-,-,-,,48,10,480,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W4,TPA Panel,TEKNE,Tekne,IPAD CASES/ IPAD TG,,,-,-,-,,18,8,144,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W5,Mixed Panel,Apple/Native Union,,Watch Bands,,,-,-,-,,18,8,144,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W6,Apple Panel,APPLE,,Homepod,,,3,4,4,,0,0,0,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W7,TPA Panel,Tekne,Tekne,Organiser/TSF/adaptors,,,3,4,8,,24,8,192,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W8,Apple Panel,APPLE,,AIRPODS/ Beats /Magic keyboards,,,4,14,6,,,,,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W9,Apple Panel,APPLE,,Phones/Pencil/Magic keyboards for ipad,,,8,6,6,,,,,
IMAGINE- UB CITY BENGALURU,IMAGINE @ U.B.CITY,Bangalore,Chandana,W10,Apple Panel,APPLE,,Mac/Airpods/Beats,,,3,10,10,,0,0,0,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W1,TPA Panel,PANZER,,LENS PROTECTOR/TG,,,-,-,-,,24,8,192,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W2,TPA Panel,TEKNE,Tekne,IPHONE CASES,Phone case,,-,-,-,,42,8,336,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W3,TPA Panel,TEKNE,Tekne,IPHONE CASES,Phone case,,-,-,-,,48,8,384,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W4,Mixed Panel,APPLE/TEKNE,Tekne+,IPHONE CASES/IPHONE CASES,Phone case,,-,-,-,,48,8,384,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W5,TPA Panel,TEKNE,Tekne,HUBS/POWER ADAPTORS/CABLES,,,-,-,-,,48,8,384,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W6,Apple Panel,APPLE,,HOMEPOD MINI/HOMEPOD,,,3,2,4,,0,0,0,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W7,TPA Panel,TEKNE/GRIPP,Tekne+,IPAD CASES/ IPAD TG,,,-,-,-,,20,8,160,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W8,Apple Panel,APPLE,,APPLE TV,,,3,2,4,,0,0,0,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W9,Apple Panel,APPLE,,ADAPTORS/ CABLES/EARPHONES/ MAGIC KEYBOARD/ MAGIC MOUSE/ APPLE PENCIL,,,3,2,4,,30,10,300,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W10,Apple Panel,APPLE,,IPHONES/ AIRPODS/ ADAPTORS,,,3,6,6,,24,8,192,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W11,Apple Panel,APPLE/ BEATS,,AIRPODS/ BEATS HEADPHONE,,,2,6,6,,0,0,0,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W12,TPA Panel,POP SOCKETS/VALENTA/ POWERUP,,POPSOCKETS/SSD DRIVE/ CARD HIOLDERS/ MOBILE HOLDERS/,,,-,-,-,,30,8,240,
IMAGINE- HSR LAYOUT BENGALURU,IMAGINE @ HSR LAYOUT,Bangalore,Priya,W13,TPA Panel,UH/TEKNE/BOSE/PANZER/ GRAVASTAR,Tekne+,UH RING/ TEKNE SPRAY/ PANZER SPRAY/TEKNE ORGANIZER/ GAMING MOUSE,,,4,6,6,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W1,PA,Apple,,Apple Accessories,,,0,0,0,,30,7,210,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W1,PA,Apple,,Apple Accessories,,,4,25,100,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W2,PM,"Apple,Tekne and Panzer",Tekne+,"Watch Bands,Cases and TG",Phone case,,0,0,0,,36,5,180,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W3,PM,"Apple,Tucano and Tekne",Tekne+,iPad Cases,,,0,0,0,,36,3,108,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W4,PA,Apple,,"Apple TV,iPad and Apple Watch",,,6,16,96,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W5,PM,Apple and Tekne,Tekne+,iPhone Cases,Phone case,,0,0,0,,36,5,180,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W6,PM,Apple and Tekne,Tekne+,iPhone Cases,Phone case,,0,0,0,,36,5,180,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W7,PM,Apple and Tekne,Tekne+,iPhone Cases,Phone case,,0,0,0,,36,5,180,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W8,PA,Apple,,iPhone,,,6,30,180,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W9,PM,Apple and Native Union,,Apple Accessories and Sleeve,,,2,10,20,,8,5,40,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W10,PM,"Apple ,Beats and Native Union",,"Airpods ,Beats and Native union",,,3,15,45,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W11,PT,"Tucano,Rivacase",,Macbook Sleeves,,,5,10,50,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W12,PT,"Tucano,Rivacase and Native Union",,Macbook Sleeves,,,5,10,50,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W13,PT,Tekne and Marshall,Tekne+,"Cables, Adapters and Speakers",,,3,10,30,,24,5,120,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W14,PT,"Panzer,Belkin and Gripp",,TG and Lens Protector,,,0,0,0,,48,7,336,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W15,PT,Marshall,,Speakers,,,4,2,8,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W16,PT,Bose,,Speakers,,,4,2,8,,0,0,0,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W17,PT,"Tekan,Powerup and Belkin",,"Wireless Charger,Privacy Filter and Car Charger Connector",,,0,0,0,,22,5,110,
IMAGINE- VEGA CITY MALL BENGALURU,IMAGINE @ VEGA CITY,BANGALORE,PRIYA,W18,PT,Tekan and Native Union,,Tekne Essitional Kit and Sleeves,,,4,10,40,,0,0,0,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W1,PA,Apple,,Apple Accessories,,,3,3,9,,30,5,180,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W2,PA,Apple,,Apple Watch,,,3,8,24,,0,0,0,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W3,PM,Apple & Tekne,Tekne+,Watch Bands Cables Power Banks and Adapter,,,0,0,0,,42,5,210,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W4,PM,Apple Tekne & Gripp,Tekne+,iPhone Cases & TG,Phone case,,0,0,0,,42,5,210,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W4,PT,Tekne,Tekne,iPhone Cases,Phone case,,0,0,0,,42,5,210,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W5,PM,Apple Tekne & Gripp,Tekne+,iPad Cases and TG,Phone case,,0,0,0,,20,5,100,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W6,PT,Gripp and Tucano,,Sleevs and Bagpacks,,,3,10,30,,2,3,6,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W6,PA,Apple,,iPhones and iPads,,,7,20,140,,0,0,0,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W7,PA,Apple,,Homepods and Homepod Mini,,,3,6,18,,0,0,0,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W8,PT,Pulse Tekne & Belkin,Tekne+,"Adapters,Orginser,Tekne,Essentinal Kit Pulse Magnetic Filter",,,4,10,40,,0,0,0,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W9,PA,Apple,,"Airpods, Keyboard, Adapters",,,3,5,15,,18,5,90,
IMAGINE- THE GALLERIA MALL BENGALURU,IMAGINE @ RMZ GALLERIA,BANGALORE,Srijith,W10,PM,Apple Tekne Marshall Belkin Fuelbox Logitech Beats Sandisk & Poweup,Tekne+,"Mac Accessiores, Speakers, SSD, Beats Airpods",,,,,,,,,,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W1,PM,APPLE/TPA,,WATCH BANDS,,,,,,,60,3,180,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W2,PA,Apple Panel,,APPLE ACC,,,2,10,20,,,,,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W3,PT,TPA Panel,,ULTRAHUMAN RINGS /IMOO WATCHES,,,3,4,12,,24,2,48,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W4,PM,APPLE/TPA,,IPAD CASES,,,,,,,15,2,30,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W4,PM,APPLE/TPA,,IPAD CASES,,,,,,,15,3,45,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W5,PA,Apple Panel,,APPLE ACC,,,2,8,16,,,,,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W6,PM,APPLE/TPA,,IPAD CASES,,,,,,,15,2,30,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W6,PM,APPLE/TPA,,IPAD CASES,,,,,,,15,3,45,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W7,PT,TPA Panel,,BAGS AND SLEEVES,,,4,6,24,,3,2,6,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W8,PT,TPA Panel,,ADAPTERS/POWERBANK/CAR CHARGER/ESSENTIAL KITS,,,,,,,54,4,216,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W9,PA,Apple Panel,,APPLE ACC,,,2,10,20,,,,,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W10,PM,APPLE/TPA,,HEADPHONES,,,6,4,24,,,,,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W11,PT,TPA Panel,,SPEAKERS,,,6,4,24,,,,,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W12,PA,Apple Panel,,APPLE ACC/ESSENTIALS,,,,,,,90,5,450,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W13,PM,APPLE/TPA,Tekne+,IPHONE CASES,Phone case,,,,,,80,3,240,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W13,PM,APPLE/TPA,Tekne+,IPHONE CASES,Phone case,,,,,,80,5,400,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W14,PM,APPLE/TPA,Tekne+,IPHONE CASES,Phone case,,,,,,80,3,240,
IMAGINE- NEXUS KORAMANGALA BENGALURU,IMAGINE @ NEXUS MALL,BANGALORE,PRIYA,W14,PM,APPLE/TPA,Tekne+,IPHONE CASES,Phone case,,,,,,80,5,400,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W1,PM1,Apple / TPA,,iPad Cases,,,,,,,16,2,32,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W1,PM1,Apple / TPA,,iPad Cases,,,,,,,16,2,32,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W2,PT1,TPA,,Mac Sleev / iPad Cases,,,,,,,9,2,18,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W2,PT2,TPA,,Sleeves / iPad Cases,,,,,,,9,2,18,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W3,PM1,Apple / TPA,,Apple Accy / TPA adapter,,,,,,,44,3,132,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W3,PM1,Apple / TPA,,Apple Accy / TPA adapter,,,,,,,44,3,132,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W4,PA1,Apple,,Airpods / Apple Accy / iPhones,,,4,6,24,,,,,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W4,PM1,Apple / TPA,Tekne+,iPhone Cases / Temred Glass,Phone case,,,,,,30,5,150,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W5,PM1,Apple / TPA,Tekne+,iPhone Cases (Apple/TPA),Phone case,,,,,,30,5,150,
IMAGINE- SHRI BALAJI ARCADE BELAGAVI,IMAGINE @BALAJI ARCADE,BELAGAVI,Priya,W5,PA1,Apple,,Watch Band / Apple TV,,,1,3,3,,8,3,24,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W1,PT,"Native Union,riva case",,Sleevs,,,6,10,60,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W2,PT,"Teke, belkim",,"Gadget organiser,essential Kit,privacy Filter, Surge Protrctor",,,2,10,20,,12,5,60,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W3,PA.,Apple,,Apple TV,,,3,4,12,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W4,PM,"Apple, Bose, B/W, Sonic Lamb",,Headphones,,,6,4,24,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W5,PT,"Tekne, Panzer, IMOO, Logitech, Microsoft",Tekne+,"Wirelesscharger, Powerbank, Cable, Spray, Watch, Keybaord,",,,3,9,30,,20,5,100,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W6,PT,"Alogic,Fuelbox,Sandisc,Gripp, Logitech,Native Union,",,"Converters, Cables, Car Mount, Adapter, Keyborad",,,5,13,40,,12,5,60,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W7,PA,Apple,,"Apple Keyboard, Pencil, Adapter",,,6,5,100,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W8,PA,Apple,,Homepod Mini,,,3,3,9,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W9,PA,Apple,,"Adapter, cable, Airpods",,,3,36,108,,30,5,150,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W10,PM,"Apple, Bose, B/W, Marshall",,"iphone, and earphones",,,7,30,210,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W11,PM,"Apple Watch Bands, Native Union, Popsocket, Valenta, Gripp",,,,,,,,,27,5,135,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W12,PM,"Apple, Tekne",Tekne+,Cases,Phone case,,,,,,48,6,288,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W13,PT,"Teken, Gripp,PD,",Tekne+,Cases,Phone case,,,,,,48,6,288,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W14,PM,"Apple, Gripp, Tekne",Tekne+,cases,Phone case,,,,,,23,5,115,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W15,PT,Tekne.,Tekne,cases,Phone case,,,,,,18,6,108,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W16,PT,Tekne.,Tekne,cases,Phone case,,,,,,18,6,108,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W17,PT,"B/W, JBL",,Speakers,,,2,2,3,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W18,PT,"Bose, Marshall",,Speakers,,,2,2,4,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W19,PT,"Bose, Marshall",,Speakers,,,2,2,4,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W20,PT,"Bose, Marshall",,Speakers,,,2,2,4,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W21,PT,Tekne,Tekne,Wireless Charger,,,3,5,15,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W22,PT,Ultrahuman Ring,,Ring,,,3,5,15,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W23,PT,Jignmark,,Sleeve,,,2,10,20,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W24,PT,"Marshall, B/W",,Speakers,,,2,2,2,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W25,PT,EATON,,UPS,,,2,1,2,,,,,
IMAGINE- ORION MALL BRIGADE GATEWAY BENGALURU,IMAGINE @ ORION MALL,Bengaluru,Srijith,W26,PT,Bose.,,Speakers,,,2,3,6,,,,,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W16,PM,"Apple,Gripp,Tucano,Velanta,Panzer",,"Apple Watch Bands,Pulse Watch Bands,Gripp Airpods cases, velanta Card holder,camera lens",,,,,,,36,10,360,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W8,W,Panzer,,iPhone TG all models and Camera lens protector,,,,,,,36,10,360,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W9,W,Tekne,Tekne,iPhone Cases,Phone case,,,,,,36,11,396,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W9,PM,"Tekne,dbramante",Tekne+,iPhone Cases,Phone case,,,,,,36,11,396,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W9,Apple Panel,Apple,,iPhone Cases,Phone case,,,,,,18,10,180,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W17,PM,"Tucano ,Tekne",Tekne+,iPad TG and Tekne iPad Cases,,,,,,,20,5,100,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,,PM,Apple,,iPad and keyboard,,,6,6,36,,,,0,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,,PM,Apple,,"iPhones, Airpods, Watch",,,7,6,42,,,,0,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,,Apple Panel,Apple,,HomePod,,,3,3,9,,,,0,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W10,Apple Panel,Apple,,"Apple Acc ,Apple Pencil,Keyaboard and Mouse",,,3,3,9,,24,6,144,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,,Apple Panel,Apple,,Apple TV and Apple Power Adapters,,,3,5,15,,,,0,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,,PT,Tekne,Tekne,"Tekne Mac Acc , Adapters and Sandisk SSD",,,3,7,21,,16,8,128,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W1,PT,"Tekne,Belkin,Powerup",Tekne+,"Power adapters ,powerbanks,TSF, powerup car charger and belkin surge protector",,,3,7,21,,16,8,128,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W2,PT,"Native union,Gripp ,Belkin",,"Cables ,car charger, powerbank",,,6,5,30,,,,0,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W11,PT,"Tekne,Tucano,Gripp",Tekne+,"Tekne organiser, Macbook sleeve",,,5,5,25,,,,0,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W10,PT,Tekne,Tekne,Essential Kit,,,,,,,8,7,56,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W11,PT,"Native unio,tucano",,Macbook sleeve and bags,,,,,,,8,3,24,
IMAGINE- KORAMANGALA BENGALURU,IMAGINE @ KORAMANGALA,BANGALORE,Srijith,W12,PT,"Native unio,tucano",,Bagpacks,,,,,,,6,2,12,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W1,Mixed Panel,Apple/Ultrahuman,,Apple TV/ Ultrahuman Rings,,,2,6,12,,-,-,-,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W2,Apple Panel,Apple,,Airpods/Keyboards/Pencil/Adapters,,,3,13,39,,-,-,-,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W3,Mixed Panel,Apple/Tekkne/Gripp/Powerup,,Apple Watch Straps/Tekkne Hubs/Grip Airpods Cases/Car Mounts,,,-,-,-,,28,5,140,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W4,TPA Panel,Tekkne/Pulse/Tucano/Belkin,,Tekkne Essential Kit/Privacy filters/Belkin Surge Protector/ Sleeves,,,1,2,2,,6,5,30,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W5,TPA Panel,Belkin/Pulse/Panzerglass/Gripp,,Wireless chargers and TG,,,2,25,50,,16,6,96,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W6,Mixed Panel,Apple/Tekkne,,Apple and TPA iPad Cases,,,-,-,-,,12,4,48,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W7,Mixed Panel,Apple/Tekkne,,Apple iPhone Cases/ Tekkne Cases/ Cables,,,-,-,-,,35,5,175,
IMAGINE- RMZ ECOWORLD BENGALURU,"IMAGINE @ RMZ, BANGALORE",Bangalore,Priya,W8,Mixed Panel,Apple/Tekkne/Pulse,Tekne+,Adapters/Cables/Wallets/Earpods/Tekkne Cables/ Pulse Cases,Phone case,,-,-,-,,35,5,175,
