product_name                                                                                                      , series           , category        , subcategory   , brand     , width, height, depth, pureqty, impureqty, core_product
Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Plus-White                                               , iPhone 16 Plus   , case            , crystal       , Pulse     ,    11,     21,     3,   208.0,        47, iPhone
Pulse SILICON Case for iPhone 16 Plus-Black                                                                       , iPhone 16 Plus   , case            , silicon       , Pulse     ,    11,     21,     3,    89.0,        19, iPhone
Pulse SILICON Case for iPhone 16 Plus-Storm Blue                                                                  , iPhone 16 Plus   , case            , silicon       , Pulse     ,    11,     21,     3,    38.0,        15, iPhone
Pulse Vegan Leather Case for iPhone 16 Plus-Black                                                                 , iPhone 16 Plus   , case            , leather       , Pulse     ,    11,     21,     3,    39.0,         9, iPhone
Pulse Vegan Leather Case for iPhone 16 Plus-Blue                                                                  , iPhone 16 Plus   , case            , leather       , Pulse     ,    11,     21,     3,    21.0,         6, iPhone
Pulse Vegan Leather Case for iPhone 16 Plus-Brown                                                                 , iPhone 16 Plus   , case            , leather       , Pulse     ,    11,     21,     3,    17.0,         6, iPhone
Tekne ARMOUR Case for iPhone 16 Plus-Matt Clear                                                                   , iPhone 16 Plus   , case            , armour        , Tekne     ,    11,     21,     3,   144.0,        21, iPhone
Tekne CLEAR Case with Camera stand for iPhone 16 Plus-Grey                                                        , iPhone 16 Plus   , case            , clear         , Tekne     ,    11,     21,     3,   155.0,        31, iPhone
Tekne CLEAR Case with Camera stand for iPhone 16 Plus-White                                                       , iPhone 16 Plus   , case            , clear         , Tekne     ,    11,     21,     3,    29.0,         3, iPhone
Tekne Matt Magsafe Case for iPhone 16 Plus-Black                                                                  , iPhone 16 Plus   , case            , magsafe       , Tekne     ,    11,     21,     3,   144.0,        36, iPhone
Tekne Matt Magsafe Case for iPhone 16 Plus-Grey                                                                   , iPhone 16 Plus   , case            , magsafe       , Tekne     ,    11,     21,     3,   113.0,        17, iPhone
UAG- Metropolis LT Magsafe Case for iphone 16 Plus- 14348-Kevlar Black                                            , iPhone 16 Plus   , case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         0, iPhone
UAG-Plasma XTE Magsafe Case for iphone 16 Plus- 14997-Black/Orange                                                , iPhone 16 Plus   , case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         0, iPhone
Gripp Clear Case for Apple iPhone 16 Pro  6.3  - Clear                                                            , iPhone 16 Pro    , case            , clear         , Gripp     ,    11,     21,     3,    53.0,        46, iPhone
Gripp Clear MagSafe Case for Apple iPhone 16 Pro  6.3  with White Ring - Clear                                    , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    57.0,        53, iPhone
Gripp Dusk MagSafe Case for Apple iPhone 16 Pro  6.3  - Black                                                     , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    51.0,        34, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro  6.3  - Gunmetal                                          , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    17.0,        16, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro  6.3  - Natural Titanium                                  , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    41.0,        30, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro  6.3  - Rose Gold                                         , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    71.0,        53, iPhone
Gripp Holdit MagSafe Case for Apple iPhone 16 Pro  6.3  - Grey                                                    , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     5.0,         7, iPhone
Gripp Holdit MagSafe Case for Apple iPhone 16 Pro  6.3  - R.Gold                                                  , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    13.0,        11, iPhone
Gripp Matrix MagSafe Case for Apple iPhone 16 Pro  6.3  - Black                                                   , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    21.0,        23, iPhone
Gripp Matrix MagSafe Case for Apple iPhone 16 Pro  6.3  - Gold                                                    , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    35.0,        31, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro  6.3  - Black Matte                                            , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    61.0,        36, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro  6.3  - Gold Matte                                             , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    94.0,        61, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro  6.3  - Transparent                                            , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    68.0,        54, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro  6.3  - Black                                                 , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    18.0,        13, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro  6.3  - Grey                                                  , iPhone 16 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,    16.0,        22, iPhone
Peak Design Mobile - Everyday Clarino Case - iPhone 16 Pro - Black                                                , iPhone 16 Pro    , case            , clarino       , Apple     ,    11,     21,     3,     0.0,         1, iPhone
Peak Design Mobile - Everyday Clarino Case - iPhone 16 Pro - Tan                                                  , iPhone 16 Pro    , case            , clarino       , Apple     ,    11,     21,     3,     1.0,         3, iPhone
Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro - Charcoal                                              , iPhone 16 Pro    , case            , fabric        , Apple     ,    11,     21,     3,     1.0,         0, iPhone
Peak Design Mobile - Everyday Loop Case - iPhone 16 Pro - Charcoal                                                , iPhone 16 Pro    , case            , loop          , Apple     ,    11,     21,     3,     0.0,         2, iPhone
Gripp Clear Case for Apple iPhone 16 Pro Max  6.9  - Clear                                                        , iPhone 16 Pro Max, case            , clear         , Gripp     ,    11,     21,     3,    53.0,        33, iPhone
Gripp Clear MagSafe Case for Apple iPhone 16 Pro Max  6.9  with White Ring - Clear                                , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    71.0,        52, iPhone
Gripp Dusk MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black                                                 , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    43.0,        65, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gunmetal                                      , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    21.0,        24, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Natural Titanium                              , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    24.0,        28, iPhone
Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Rose Gold                                     , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    41.0,        49, iPhone
Gripp Holdit MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Grey                                                , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,     9.0,        18, iPhone
Gripp Holdit MagSafe Case for Apple iPhone 16 Pro Max  6.9  - R.Gold                                              , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    23.0,        18, iPhone
Gripp Matrix MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black                                               , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    34.0,        39, iPhone
Gripp Matrix MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gold                                                , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    30.0,        37, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black Matte                                        , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    51.0,        57, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gold Matte                                         , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    94.0,        95, iPhone
Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Transparent                                        , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    81.0,        68, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro Max  6.9  - Black                                             , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    13.0,        21, iPhone
Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro Max  6.9  - Grey                                              , iPhone 16 Pro Max, case            , magsafe       , Gripp     ,    11,     21,     3,    13.0,        19, iPhone
PULSE ARMOUR Case for iPhone 16 Pro Max -Matt Clear                                                               , iPhone 16 Pro Max, case            , armour        , Pulse     ,    11,     21,     3,    37.0,        34, iPhone
PULSE ARMOUR Case for iPhone 16 Pro Max-Black                                                                     , iPhone 16 Pro Max, case            , armour        , Pulse     ,    11,     21,     3,   142.0,        89, iPhone
PULSE ARMOUR Case for iPhone 16 Pro Max-Dark Blue                                                                 , iPhone 16 Pro Max, case            , armour        , Pulse     ,    11,     21,     3,    21.0,        21, iPhone
PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max -Matt Grey Blue                                         , iPhone 16 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    65.0,        41, iPhone
PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max-Matt Black                                              , iPhone 16 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,   112.0,        63, iPhone
PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max-Matt Green                                              , iPhone 16 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    19.0,         8, iPhone
PULSE Matt Magsafe Case for iPhone 16 Pro Max -Grey                                                               , iPhone 16 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,   106.0,        65, iPhone
PULSE Matt Magsafe Case for iPhone 16 Pro Max-Black                                                               , iPhone 16 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    93.0,        82, iPhone
PULSE Matt Magsafe Case for iPhone 16 Pro Max-Blue                                                                , iPhone 16 Pro Max, case            , magsafe       , Pulse     ,    11,     21,     3,    28.0,        18, iPhone
Peak Design Mobile - Everyday Clarino Case - iPhone 16 Pro Max - Black                                            , iPhone 16 Pro Max, case            , clarino       , Apple     ,    11,     21,     3,     0.0,         2, iPhone
Peak Design Mobile - Everyday Clarino Case - iPhone 16 Pro Max - Tan                                              , iPhone 16 Pro Max, case            , clarino       , Apple     ,    11,     21,     3,     0.0,         2, iPhone
Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro Max - Charcoal                                          , iPhone 16 Pro Max, case            , fabric        , Apple     ,    11,     21,     3,     0.0,         2, iPhone
Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro Max - Eclipse                                           , iPhone 16 Pro Max, case            , fabric        , Apple     ,    11,     21,     3,     1.0,         3, iPhone
Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro Max - Sage                                              , iPhone 16 Pro Max, case            , fabric        , Apple     ,    11,     21,     3,     1.0,         1, iPhone
Peak Design Mobile - Everyday Loop Case - iPhone 16 Pro Max - Charcoal                                            , iPhone 16 Pro Max, case            , loop          , Apple     ,    11,     21,     3,     1.0,         1, iPhone
Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-Black                                                    , iPhone 16 Pro Max, case            , clear         , Pulse     ,    11,     21,     3,    79.0,        50, iPhone
Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-Dark Blue                                                , iPhone 16 Pro Max, case            , clear         , Pulse     ,    11,     21,     3,    60.0,        36, iPhone
Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-Grey                                                     , iPhone 16 Pro Max, case            , clear         , Pulse     ,    11,     21,     3,    67.0,        43, iPhone
Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-White                                                    , iPhone 16 Pro Max, case            , clear         , Pulse     ,    11,     21,     3,   149.0,        81, iPhone
Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-Black                                            , iPhone 16 Pro Max, case            , crystal       , Pulse     ,    11,     21,     3,    83.0,        55, iPhone
Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-Grey                                             , iPhone 16 Pro Max, case            , crystal       , Pulse     ,    11,     21,     3,    72.0,        61, iPhone
Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-White                                            , iPhone 16 Pro Max, case            , crystal       , Pulse     ,    11,     21,     3,   165.0,       109, iPhone
Pulse SILICON Case for iPhone 16 Pro Max-Black                                                                    , iPhone 16 Pro Max, case            , silicon       , Pulse     ,    11,     21,     3,    68.0,        58, iPhone
Pulse SILICON Case for iPhone 16 Pro Max-Storm Blue                                                               , iPhone 16 Pro Max, case            , silicon       , Pulse     ,    11,     21,     3,    27.0,        29, iPhone
Pulse Vegan Leather Case for iPhone 16 Pro Max -Brown                                                             , iPhone 16 Pro Max, case            , leather       , Pulse     ,    11,     21,     3,    20.0,        29, iPhone
Pulse Vegan Leather Case for iPhone 16 Pro Max-Black                                                              , iPhone 16 Pro Max, case            , leather       , Pulse     ,    11,     21,     3,    40.0,        42, iPhone
Pulse Vegan Leather Case for iPhone 16 Pro Max-Blue                                                               , iPhone 16 Pro Max, case            , leather       , Pulse     ,    11,     21,     3,    20.0,        25, iPhone
Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-Black                                                    , iPhone 16 Pro Max, case            , clear         , Tekne     ,    11,     21,     3,   159.0,       123, iPhone
Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-Grey                                                     , iPhone 16 Pro Max, case            , clear         , Tekne     ,    11,     21,     3,    51.0,        31, iPhone
Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-White                                                    , iPhone 16 Pro Max, case            , clear         , Tekne     ,    11,     21,     3,   203.0,       114, iPhone
Tekne Matt Magsafe Case for iPhone 16 Pro Max-Black                                                               , iPhone 16 Pro Max, case            , magsafe       , Tekne     ,    11,     21,     3,   157.0,       114, iPhone
UAG-Civilian  Magsafe Case For Iphone 16 Pro Max-14140-Black                                                      , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         0, iPhone
UAG-Pathfinder  Magsafe Case For Iphone 16 Pro Max-14744-Ice                                                      , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         2, iPhone
UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14751-Active Neon                                               , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         2, iPhone
UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14867-Silver                                                    , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         0, iPhone
UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14874-Black                                                     , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     1.0,         0, iPhone
UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14898-Cloud Blue                                                , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     0.0,         1, iPhone
UAG-Plasma XTE Magsafe Case For Iphone 16 Pro Max-15048-Ash/Titanium                                              , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     2.0,         1, iPhone
UAG-Plasma XTE Magsafe Case For Iphone 16 Pro Max-15055-Black/Clear                                               , iPhone 16 Pro Max, case            , magsafe       , UAG       ,    11,     21,     3,     2.0,         0, iPhone
