product_name                                                                                                      , series           , category        , subcategory   , brand     , width, height, depth, pureqty, impureqty, core_product
Gripp FOCAL Camera Lens Protector 3N1 Compatible with Apple iPhone 16 Pro   iPhone 16 Pro Max  - Black            , iPhone 16 Pro Max, screen_protector, lens_protector, Gripp     ,    11,     21,     3,   275.0,       251, iPhone
Gripp Tempered Glass 0.3mm  for Apple iPhone 16 Pro Max  6.9   - Clear                                            , iPhone 16 Pro Max, screen_protector, tempered_glass, Gripp     ,    11,     21,     3,     1.0,         0, iPhone
Robocare iPhone 16 Pro Max TEMPERED GLASS 3D Dust Prevention edge to edge Glass                                   , iPhone 16 Pro Max, screen_protector, tempered_glass, Robocare  ,    11,     21,     3,     6.0,         6, iPhone
AT Minimal Case For iPhone 15- 81016- Clear                                                                       , iPhone 15 Base   , case            , minimal       , AT Minimal,    11,     21,     3,     1.0,         0, iPhone
AT Minimal Magsafe Case For iPhone 15 -81054 -Clear                                                               , iPhone 15 Base   , case            , magsafe       , AT Minimal,    11,     21,     3,    18.0,         5, iPhone
Gripp Alpine Case for Apple iPhone 15(6.1) - Black                                                                , iPhone 15 Base   , case            , alpine        , Gripp     ,    11,     21,     3,     5.0,         2, iPhone
Gripp Alpine Magsafe Case for Apple iPhone 15(6.1) - Black                                                        , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     9.0,         4, iPhone
Gripp Bolt Case for Apple iPhone 15 (6.1) - Black                                                                 , iPhone 15 Base   , case            , bolt          , Gripp     ,    11,     21,     3,     4.0,         3, iPhone
Gripp Bolt Case for Apple iPhone 15 Max (6.7) - Black                                                             , iPhone 15 Base   , case            , bolt          , Gripp     ,    11,     21,     3,   157.0,        61, iPhone
Gripp Bolt MagSafe Case for Apple iPhone 15 (6.1) - Black                                                         , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     6.0,         7, iPhone
Gripp Bolt MagSafe Case for Apple iPhone 15 Max (6.7) - Black                                                     , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    97.0,        52, iPhone
Gripp CLARION Case for Apple iPhone 15 (6.1) - Black                                                              , iPhone 15 Base   , case            , clarion       , Gripp     ,    11,     21,     3,     8.0,         8, iPhone
Gripp CLARION Case for Apple iPhone 15 Max (6.7) - Black                                                          , iPhone 15 Base   , case            , clarion       , Gripp     ,    11,     21,     3,    68.0,        22, iPhone
Gripp CLARION MAGSAFE Case for Apple iPhone 15 (6.1) - Black                                                      , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    15.0,         8, iPhone
Gripp CLARION MAGSAFE Case for Apple iPhone 15 Max  6.7    Black                                                  , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    55.0,        33, iPhone
Gripp Clear Case for Apple iPhone 15 (6.1) - Clear                                                                , iPhone 15 Base   , case            , clear         , Gripp     ,    11,     21,     3,    30.0,         8, iPhone
Gripp Clear Case for Apple iPhone 15 Max (6.7) - Clear                                                            , iPhone 15 Base   , case            , clear         , Gripp     ,    11,     21,     3,   196.0,        45, iPhone
Gripp Clear MagSafe Case for Apple iPhone 15 (6.1) with White Ring - Clear                                        , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    20.0,         8, iPhone
Gripp Clear MagSafe Case for Apple iPhone 15 Max  6.7  with White Ring - Clear                                    , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,   421.0,       130, iPhone
Gripp Combat Case for Apple iPhone 15 (6.1) - Clear                                                               , iPhone 15 Base   , case            , combat        , Gripp     ,    11,     21,     3,     7.0,         3, iPhone
Gripp Combat Case for Apple iPhone 15 (6.1) - Smoke                                                               , iPhone 15 Base   , case            , combat        , Gripp     ,    11,     21,     3,    10.0,         1, iPhone
Gripp Combat Case for Apple iPhone 15 Max (6.7) - Smoke                                                           , iPhone 15 Base   , case            , combat        , Gripp     ,    11,     21,     3,     8.0,         1, iPhone
Gripp Combat Magsafe Case for Apple iPhone 15 (6.1) - Clear                                                       , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         1, iPhone
Gripp Combat Magsafe Case for Apple iPhone 15 (6.1) - Smoke                                                       , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     7.0,         6, iPhone
Gripp Combat Magsafe Case for Apple iPhone 15 Max (6.7) - Clear                                                   , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,        10, iPhone
Gripp Defender Case for Apple iPhone 15 (6.1) - Black                                                             , iPhone 15 Base   , case            , defender      , Gripp     ,    11,     21,     3,     7.0,         1, iPhone
Gripp Defender Case for Apple iPhone 15 Max (6.7) - Black                                                         , iPhone 15 Base   , case            , defender      , Gripp     ,    11,     21,     3,    11.0,        12, iPhone
Gripp Defender Magsafe Case for Apple iPhone 15 (6.1) - Black                                                     , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     7.0,         6, iPhone
Gripp Defender Magsafe Case for Apple iPhone 15 Max (6.7) - Black                                                 , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     3.0,        12, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Max- Black                                                 , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    48.0,        32, iPhone
Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15- Black                                                     , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         4, iPhone
Gripp ICE FROST Case for Apple iPhone 15 (6.1) - Clear Frost                                                      , iPhone 15 Base   , case            , frost         , Gripp     ,    11,     21,     3,     9.0,         4, iPhone
Gripp ICE FROST MagSafe Case for Apple iPhone 15 (6.1) with White Ring - Clear Frost                              , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    61.0,        38, iPhone
Gripp ICE FROST MagSafe Case for Apple iPhone 15 Max (6.7) with White Ring - Clear Frost                          , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,   128.0,        72, iPhone
Gripp NEO Case for Apple iPhone 15 (6.1) - Smoke                                                                  , iPhone 15 Base   , case            , neo           , Gripp     ,    11,     21,     3,    10.0,         4, iPhone
Gripp NEO Case for Apple iPhone 15 Max (6.7) - Smoke                                                              , iPhone 15 Base   , case            , neo           , Gripp     ,    11,     21,     3,    55.0,        21, iPhone
Gripp NEO MagSafe Case for Apple iPhone 15 (6.1) - Smoke                                                          , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    11.0,         5, iPhone
Gripp NEO MagSafe Case for Apple iPhone 15 Max (6.7) - Smoke                                                      , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    90.0,        41, iPhone
Gripp NEO XTREME Magsafe Case for Apple iPhone 15 (6.1) - Clear                                                   , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     7.0,         4, iPhone
Gripp NEO XTREME Magsafe Case for Apple iPhone 15 (6.1) - Smoke                                                   , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         6, iPhone
Gripp Raigor Magsafe case for Apple iPhone 15 (6.1) - Black                                                       , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 (6.1) - Black                                                        , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     3.0,         3, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 (6.1) - Grey                                                         , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         2, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 (6.1) - Sierra Blue                                                  , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    10.0,        10, iPhone
Gripp Rubon Magsafe Case for Apple iPhone 15 Max (6.7) - Black                                                    , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    73.0,        34, iPhone
Gripp Slim Fit Magsafe Case for Apple  iPhone 15 Max  6.7  - Black                                                , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     8.0,         8, iPhone
Gripp Slim Fit Magsafe Case for Apple  iPhone 15 Max  6.7  - Blue                                                 , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    16.0,         5, iPhone
Gripp Slim Fit Magsafe Case for Apple  iPhone 15 Max  6.7  - Transparent                                          , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    19.0,         8, iPhone
Gripp Vintage Magsafe Case for Apple iPhone 15 (6.1) - Black                                                      , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,     5.0,         0, iPhone
Gripp Vintage Magsafe Case for Apple iPhone 15 Max (6.7) - Black                                                  , iPhone 15 Base   , case            , magsafe       , Gripp     ,    11,     21,     3,    42.0,        13, iPhone
HYPHEN AIRE Clear Soft Case - iPhone 15 - 6.1                                                                     , iPhone 15 Base   , case            , soft          , Hyphen    ,    11,     21,     3,     3.0,         3, iPhone
HYPHEN AIRE MagSafe Clear Case - iPhone 15 - 6.1 10ft Drop-Tested Case                                            , iPhone 15 Base   , case            , clear         , Hyphen    ,    11,     21,     3,    22.0,        13, iPhone
HYPHEN DURO Drop Case - iPhone 15 - 6.1 10ft Drop-Tested Case                                                     , iPhone 15 Base   , case            , drop          , Hyphen    ,    11,     21,     3,     7.0,         5, iPhone
HYPHEN DURO MagSafe Drop Case - iPhone 15 - 6.1 10ft Drop-Tested Case                                             , iPhone 15 Base   , case            , drop          , Hyphen    ,    11,     21,     3,    20.0,         4, iPhone
HYPHEN LUCD MagSafe Case - iPhone 15 - 6.1                                                                        , iPhone 15 Base   , case            , magsafe       , Hyphen    ,    11,     21,     3,    13.0,         9, iPhone
Pulse Armor Magsafe case for iPhone 15 Black                                                                      , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   269.0,        74, iPhone
Pulse Clear Magsafe Case for iPhone 15-Clear                                                                      , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   291.0,        58, iPhone
Pulse FROSTED Case for iPhone 15-Black                                                                            , iPhone 15 Base   , case            , frosted       , Pulse     ,    11,     21,     3,   270.0,        85, iPhone
Pulse HORNOR Case for iPhone 15-Black                                                                             , iPhone 15 Base   , case            , hornor        , Pulse     ,    11,     21,     3,   304.0,        80, iPhone
Pulse HORNOR Case for iPhone 15-Blue                                                                              , iPhone 15 Base   , case            , hornor        , Pulse     ,    11,     21,     3,   216.0,        55, iPhone
Pulse LIQUID silicon case for iPhone 15-Black                                                                     , iPhone 15 Base   , case            , silicon       , Pulse     ,    11,     21,     3,   290.0,        98, iPhone
Pulse LIQUID silicon case for iPhone 15-Storm Blue                                                                , iPhone 15 Base   , case            , silicon       , Pulse     ,    11,     21,     3,   291.0,       102, iPhone
Pulse Newton Magsafe Case for iPhone 15-Black                                                                     , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   289.0,        77, iPhone
Pulse Newton Magsafe Case for iPhone 15-Blue                                                                      , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   241.0,        81, iPhone
Pulse Newton Magsafe Case for iPhone 15-Grey                                                                      , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   297.0,       103, iPhone
Pulse Super crystal magsafe case for iPhone 15-Black                                                              , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   315.0,        90, iPhone
Pulse Super crystal magsafe case for iPhone 15-Clear                                                              , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   259.0,        56, iPhone
Pulse TANK Gradient Magsafe case for iPhone 15-Blue                                                               , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   256.0,        86, iPhone
Pulse THOR Leather case for iPhone 15-Black                                                                       , iPhone 15 Base   , case            , leather       , Pulse     ,    11,     21,     3,   284.0,       109, iPhone
Pulse THOR Leather case for iPhone 15-Blue                                                                        , iPhone 15 Base   , case            , leather       , Pulse     ,    11,     21,     3,   283.0,        98, iPhone
Pulse Tire magsafe case for iPhone 15 Black                                                                       , iPhone 15 Base   , case            , magsafe       , Pulse     ,    11,     21,     3,   290.0,        98, iPhone
Roskilde MagSafe - iPhone 15 - Black                                                                              , iPhone 15 Base   , other           ,               , Roskilde  ,    11,     21,     3,     4.0,         6, iPhone
Roskilde MagSafe - iPhone 15 - Tan                                                                                , iPhone 15 Base   , other           ,               , Roskilde  ,    11,     21,     3,     1.0,         4, iPhone
AT Minimal Case For iPhone 15 plus- 81023- Clear                                                                  , iPhone 15 Plus   , case            , minimal       , AT Minimal,    11,     21,     3,     1.0,         1, iPhone
AT Minimal Magsafe Case For iPhone 15 Plus-81061-Clear                                                            , iPhone 15 Plus   , case            , magsafe       , AT Minimal,    11,     21,     3,    16.0,         2, iPhone
HYPHEN AIRE Clear Soft Case - iPhone 15 Plus - 6.7                                                                , iPhone 15 Plus   , case            , soft          , Hyphen    ,    11,     21,     3,     3.0,         1, iPhone
HYPHEN AIRE MagSafe Clear Case - iPhone 15 Plus - 6.7 10ft Drop-Tested Case                                       , iPhone 15 Plus   , case            , clear         , Hyphen    ,    11,     21,     3,     4.0,         1, iPhone
HYPHEN DURO Drop Case - iPhone 15 Plus - 6.7 10ft Drop-Tested Case                                                , iPhone 15 Plus   , case            , drop          , Hyphen    ,    11,     21,     3,     0.0,         2, iPhone
HYPHEN LUCD Magsafe Case Case - iPhone 15 Plus - 6.7                                                              , iPhone 15 Plus   , case            , magsafe       , Hyphen    ,    11,     21,     3,     1.0,         1, iPhone
Roskilde MagSafe - iPhone 15 Plus - Black                                                                         , iPhone 15 Plus   , other           ,               , Roskilde  ,    11,     21,     3,     5.0,         3, iPhone
nmaxn IPhone 15 Plus Case 750 Series Navy Blue  Handmade   Fully Covered   Nature Pattern AP 15PL 7503            , iPhone 15 Plus   , case            , plus          , nmaxn     ,    11,     21,     3,     0.0,         1, iPhone
nmaxn iPhone 15 Plus Case 750 Series Capsicum Red/ Handmade - Fully Covered / Nature Pattern  AP-15PL-7504        , iPhone 15 Plus   , case            , plus          , nmaxn     ,    11,     21,     3,     0.0,         1, iPhone
Gripp Alpine Case for Apple iPhone 15 Pro (6.1) - Black                                                           , iPhone 15 Pro    , case            , alpine        , Gripp     ,    11,     21,     3,     1.0,         0, iPhone
Gripp Alpine Magsafe Case for Apple iPhone 15 Pro (6.1) - Black                                                   , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     1.0,         2, iPhone
Gripp Bolt Case for Apple iPhone 15 Pro  6.1  - Black                                                             , iPhone 15 Pro    , case            , bolt          , Gripp     ,    11,     21,     3,     1.0,         1, iPhone
Gripp Bolt MagSafe Case for Apple iPhone 15 Pro (6.1) - Black                                                     , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     0.0,         1, iPhone
Gripp CLARION Case for Apple iPhone 15 Pro (6.1) - Black                                                          , iPhone 15 Pro    , case            , clarion       , Gripp     ,    11,     21,     3,     1.0,         5, iPhone
Gripp CLARION MAGSAFE Case for Apple iPhone 15 Pro (6.1) - Black                                                  , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     4.0,         5, iPhone
Gripp Clear Case for Apple iPhone 15 Pro (6.1) - Clear                                                            , iPhone 15 Pro    , case            , clear         , Gripp     ,    11,     21,     3,     1.0,         7, iPhone
Gripp Clear MagSafe Case for Apple iPhone 15 Pro (6.1) with White Ring - Clear                                    , iPhone 15 Pro    , case            , magsafe       , Gripp     ,    11,     21,     3,     8.0,        15, iPhone
